question_id,bad_word,question,question_sentiment_gold,answer,answer_sentiment_gold,username,
question_box_104101404142,bitches,oooooo playa. whos annie and the rotc girl. whos kaitlyn. who are all of these bitches‎  Milton Diep,positive,LOL wassup Milton!,positive,@AgentIncognito,
question_box_60357811686,fuck,Okay one. Fuck you luke. And two bitch down there calling me ugly thanks. It mean so much <3 (; and person saying I'm pretty thanks.,negative,Hahaha omg i didnt call you ugly im just saying natalie is prettier then you saying that doesnt make you ugly.,positive,@Lacrossemofo,
question_box_129030286862,shit,Pretend you can declare your own national holiday. What would it be about?,positive,a day celebrating girls and then one for boys for all the shit we go through,positive,@SAVANNAHROSEM,
question_box_28953748817,fuckin,Im gne fk yo frnd up she keep fuckin with wts min,positive,This WHOLE thing is petty!! If Pual ain't wit u...don't stress. It ain't worth it. Plus all this drama ish ain't cute. Don't entertain twitter wit this..,positive,@PINKYBIV,
question_box_114772783276,kill,"They can put Holy Water in their bullets, which could kill me and Josef.. and you.‎  Speed of Sound Mic",positive,Th-They can?!,positive,@IzabelvonStein,
question_box_57666108386,nigga,What's your favorite breakfast food?,positive,pancakes nigga,positive,@AshleeyMunoz,
question_box_120696956686,bitches,What makes you sad?,positive,Rude bitches backstabbers and snotty rich people and when my friends dont include me when someone dies when girls at school complain when pretty girls call themselves ugly,positive,@SAVANNAHROSEM,
question_box_117312135949,ass,"tbhhh omfg, you got some sexy ass lips & teeth , thay bomb fr doe . but i dont know ya & i havent seen you on here but them lips bruh , cant get over it lol... ♥♥‎  kaayforshort",positive,Lol thank you ♥,positive,@QuailianDotson,
question_box_129809921550,fuck,Smartest: Max Dumbest: Nico and Nikki and Vale Most annoyingest: Arianne Biggest fuck boy: Santi Popular on ask: Max Ashly Gero Simplest answers: Matteo Arianne Antonella,positive,well thanks for putting me and nikki on dumbest but some of the rest is pretty accurate,positive,@nicoxflorez,
question_box_119929555769,nigga,Suup my nigga?,positive,Watching Oscar watch movies in class :'D #yolo,positive,@MaddySmith22,
question_box_125074916241,fuck,Fuck,negative,Oh ok,positive,@Jessicahill18,
question_box_104878864801,ass,who is someone you can't live with out???,positive,"well obviously I can't live with out my family or friends.but prolly someone that I can't live with out would be my best friend Kim. She's makes me happy and she's is always there for me, she's a pain in my ass but I love her to death. I don't think I could live with out her in general",positive,@JillianHopee,
question_box_107156411327,bitch,"1,8,10,12‎  Satan's Bitch",positive,Thanks(: yah we should,positive,@Angelgotbeat,
question_box_117240812147,fucking,im lookin ur ask and insta and omg i have a fucking boner,positive,Loooooll,positive,@saraa_ghb,
question_box_122141740062,ass,Ann has some big ass camel toe,positive,hahahhah,positive,@m0rganrisch,
question_box_104530594977,fucking,why do you hit victor so much in 2nd period?,positive,cause he's a fucking faggit,negative,@JillianHopee,
question_box_123976575674,kill,I'm Sydnee wanted me to tell you she was going to kill me‎  Taylor,positive,why,positive,@BradleySimpsonVEVO2,
question_box_111985386839,shit,truth is; well this is gonna be long. brianna bowers I love you so much. your my bestest friend and your always here for me & I'm always here for you. your the cutest little thing and you get shit you shouldn't get. your honestly so perfect everything about you& im so happy were getting closer youve‎  tayloreloy,positive,AWWWEE❤️❤️❤️,positive,@Briannabowers,
question_box_104209094472,shit,"NO SHIT I WAS OFF ANON. goshhh nicole, you really think id make the effort to go alll the way down to press the checkmark on purpose?‎  Vincent Jackson Jr.",positive,yeah,positive,@nicoleeiiee,
question_box_129095292988,kill,Why do people kill each other?,positive,Because they are booty heads. 😐😂👏🏿,positive,@kyleesueee,
question_box_33022362435,suck,Are you good at drawing?,positive,Nope I suck at drawing,positive,@castlefangirl19,
question_box_108475983508,fucking,Who do you like?,positive,I like fucking Obama.,positive,@skylynn_spicer,
question_box_111457096359,fucking,"Don't put that fucking hand emoji ! Your stupid a'f ! You don't even understand what I said! So let me made it clear, why would you change it so people Arnt anon when that's one of the points of ask.fm?? Do you understand now little one?",negative,✋,positive,@jachaelgabriel143,
question_box_49598676519,ass,I wus jus playin but I'm serious about that hittin part I'll love gettin all in nat ;) imma mak ha mines,positive,"NIGGA STOP ASKING ME ABOUT STUPID SHIT! YOU TALKING ABOUT HOW YOU WANT THAT AND YOU GONE GET THAT, WHEN THE TRUTH IS YOU'll NEVER GET THAT. SHE DON'T WANT YOU AND EVEN IF I WAS HITTING ""NAT"" YO OLE' CRUSTY ASS WILL NEVER NO! OLE PERVERTED ASS",negative,@LanceGross,
question_box_66952371667,ass,Dude tag your name. I garuntee that Cade would whoop your ass. There is tons of girl that like Cade,negative,Thx who is this?,positive,@Cadebott,
question_box_129191771150,kill,Likers get a long tbh,positive,please like im so bored and if u dont i will kill you :)),negative,@nicoxflorez,
question_box_115834501476,kill,Why do people kill each other?,positive,crazy..lol only answer I can think of..,positive,@heyitsdejaa,
question_box_128464958294,shit,Post one of your favorite quotes and who it's by!,positive,"""Shit happens"" - Jacky",positive,@Destinyyyyyb,
question_box_110414232080,shit,Well he talks a lot of shit about you now,positive,okay then ...,positive,@kelseeexo,
question_box_71557765448,bitch,Yo that bitch is all over you abou victor... She's just jealous cause she wants both of you,negative,thankss ahaha,positive,@nicoleeiiee,
question_box_131839360983,ass,xx,positive,you know what i am sorry about? i'm sorry that you think it's okay to talk shit about people that did nothing to you. i'm sorry you feel like it's necessary to be such a goddamn asshole all the time. i'm sorry you think it's cool to be a bully. i'm sorry that people have to be around you everyday. i'm sorry you make fun of people for fun. i'm sorry for you because you're such an ass and i know you can be better. .xx,negative,@Pizzaand1D,
question_box_110978840972,suck,wowowoz u suck jake,positive,i cant say u suck cc bc yOU HAVENT TOLD ME WHO IT IS YET AIABWIABAKNSQO :(,positive,@brittneynhin_,
question_box_129757321436,shit,"((Oh, put a sock in the boxing ring! IT HAS COME TO MY DECISION LADIES AND GENTS THAT THESE TWO UNIVERSAL SCOURGES WILL BE SETTLING WHATEVER IS THEIR SHIT DOOOOWN TOOOOWN!!!))‎  Mojo Jojo",positive,(XDDDDDDD),positive,@EvilHamPIGNAS,
question_box_126353482065,bitch,ILU BITCH I AINT GONNA NEVER STOP LOVING U BITCH‎  Ashley,positive,Mmkay,positive,@jelyntbh,
question_box_69546028405,ass,Berenice is fuckin hot. Hella lucky man,positive,Lol ain't going out with her man  you should shes a nice ass girl   I ain't got feelings for anybody,positive,@kingMannyho,
question_box_122456732249,fuck,Would you ever date any guys from your school?,positive,"Hahahaha nooooo!! I plan on lasting a long time with my boyfriend and all these guys at my school are immature fuck boys, it's better to date older guys",positive,@iliannalerma,
question_box_133824845181,shit,"Well that's kind of what I was getting at. Your gut feeling isn't very good, haha. What made you pick brown? It's probably my least favorite color lol.",positive,"my gut feeling is shit, so i went with brown.",positive,@HeyItsMeJoanne,
question_box_118726339858,die,if you could come back to earth and Haunt some one after you die who would it be?,positive,Joe,positive,@peterson2018,
question_box_130389054426,shit,KIMI HELP PLS I ALWAYS DO SHIT LIKE THIS‎  claire marie,positive,IM HERE WHATS UP,positive,@singtextreadthehungergames,
question_box_133266816909,fuck,"unfortunately, no I haven't. I hear he walks off stage all the time, complains too much Instead of singing and has videos in the background of animas being beaten to death and mistreated so what the fuck??? and apparently he also doesn't sing any of his classic songs. have you seen him live??",positive,"That's such a lie.....I saw him live last May and he's so fucking great. He still sounds the same and he played so many of his old hits and even some old hits originally by the smiths like hand in glove and meat is murder, HE WAS PASSING THE MIC TO THE FANS UPFRONT AND STUFF. HES REALLY COOL.",positive,@adrianperhaps,
question_box_117445692488,shit,How come i ask Antonio all this shit and he's not afraid to say it,positive,what shit,positive,@nicoleeiiee,
question_box_119126688828,nigga,U ready for next saturday,positive,Nigga wat do u think I am?????,positive,@MuchPrettierThanU,
question_box_106573236296,nigga,whos alex?,positive,"nigga you really think i know a kid named alex from east brunswick ? lmaoo, im single duhh",positive,@nicoleeiiee,
question_box_102880747317,fuck,Jarett im sorry but lexi will fuck you up,positive,Omg I love u❤️❤️,positive,@LexiSchwartzzz,
question_box_109800375327,shit,"you're gonna get shit again for smoking, just brace yourself‎  kris",positive,i don't even care anymore to be honest. i smoke when somethings troubling me/when im stressed out and im both of those right now. it helps get my mind of things so im going to do it. im tired of caring about other peoples opinions,positive,@donthavelong,
question_box_121168014501,ass,I've wanted to grab your ass for a long time can I come up to you and grab it,positive,Umm no? Hahaha,positive,@mnajarro99,
question_box_122185033587,fuck,actually your eyeliner is more on point than the period at the end of my sentence so they can fuck off‎  Amanda Berarducci,positive,LOOLL,positive,@saraa_ghb,
question_box_117926661777,fuck,who Da fuck said nigga!!!!!!! bout to pull a 187 code red up in this bish forreal,negative,K,positive,@Jessicahill18,
question_box_14306680776,suck,Suck at what ? lol,positive,Life.,positive,@potatoesaredelicious,
question_box_125962119487,nigga,GO MARRY THE GIRL THAT LOVES U NIGGA,positive,What girl is that,positive,@munib23,
question_box_116144047224,ass,"Why the fuck does it matter how big her ass is. She is so nice, kind, funny, and an amazing person overall. She has a big heart and that's all that fucking matter k.",positive,^^^^^^^^^^,positive,@simonegarcia01,
question_box_114932897301,bitch,"Mrs.Brownie. -.- Ap zara mujhe mile naa,mein ap ko batati hoon. :3",positive,Bitch -.-,negative,@zrlsh,
question_box_58842959384,fucking,Weirdest dream?,positive,"OMG OK. So like I'm slow dancing with George on a stage and it's like a party. And all of a sudden his face freezes up. And I'm like ""wtf are you doing?"" And he drops to the ground, stiff like a statue. Then he starts flopping like a fish. I'm like ""GEEZ IF YOU DIDNT WANT TO DANCE FINE."" And run away while he's still on the ground. I come back and I'm like ""Let me help you up."" And he screams no. I run to the food table crying. I'm like eating my heart out. And he comes over and is like ""everything is gonna be ok. Trust me."" And I'm like "" I TRUST NO ONE."" And run to the bathroom with the bowl of chips. I lock myself in the bathroom stall and sit on the toilet seat. Through the little crack I see George and start crying because I'm peeing on the toilet HELLA AWK RIGHT? And then the stall door fucking fall down and I look to my right and see Ju Hoon on the toilet. And we scream. Then the whole bathroom gets all weird and off. And then my dream zooms over to Trisha kissing some guy and he's like hold up and looks sick. Trisha goes in and tries to kiss him but he pukes on her. Then I woke up. OMG WEIRDEST DREAM OF MY LIFE.",positive,@ah0yalex,
question_box_132602660487,suck,[i love scary movies so much but there's like no good ones and the most recent one i've watched that was at least kinda good was dead silence and that was probably because i watched it with this guy i liked and he cuddled me lmao]‎  waverly,positive,"{hahaha. I'm gonna have to watch that now. I'm like the biggest horror movie enthusiast ever omg but yeah, 99% of them suck. I highly recommend Wring Turn though!! It's not on Netflix though :\ }",positive,@LolitaMireille,
question_box_130070879676,suck,THATS MY CATCH FRASE‎  Joey chick,positive,SUCKS TO SUCK JOEY,positive,@kellyporcelloo,
question_box_116331173491,asshole,if one more fucker says smth to you im gonna hunt them down and chop there balls off anon gtfo you probs look like a whales asshole‎  miranda pinelli,negative,Ahaha loveyouu man,positive,@saraa_ghb,
question_box_118879198670,die,Can I just cut them off your chest and apply it to mine?  ~ Ham,positive,I guess but I mean I might kind of slightly die of blood loss but i'm pretty cool with it,positive,@Nengachu,
question_box_119859228067,shit,What do you look like right now?,positive,Shit,positive,@LillianKaighn1,
question_box_117232307449,shit,U GOOTA GO DO KOREAN SHIT,positive,WOO,positive,@WalkersEatPiez,
question_box_125730427396,fucking,jaden g?,positive,hes super chill and i fucking love his tattoo,positive,@blazee100,
question_box_132260050363,suck,Shadow The Hedgehog: *He giggled softly* We will See heh. :),positive,"*They finally made it to the kitchen, and Deanna get's everything out the fridge*Deanna: Okay, bear with me now....but I suck at cooking. Okay, we can start off cooking the bacon first! Lol",positive,@RabbitFemale,
question_box_115352497727,nigga,My nigga Munib lowkey about nothing :p,positive,I got nothing to hide :),positive,@munib23,
question_box_129129114131,die,What do you believe happens to us after we die?,positive,I wouldn't know,positive,@bellagimenez,
question_box_127441470420,ass,Do you girls understand when you wear leggings it draws guys eyes straight to your ass?,positive,Probably but that's not why we wear them,positive,@Jordynmay,
question_box_114601015103,ass,Lmaoooo sassy ass loving your answers rn,positive,lol thanks I guess !,positive,@munib23,
question_box_54698290941,ass,You have an ugly ass smile,negative,Wow thank you so much that just made my entire birthday,positive,@HelenPoleski,
question_box_62604392106,nigga,Nigga don't tell me how to live my life,negative,Watch that language nigger!!,negative,@theonlysherrod,
question_box_131216846437,shit,What do you think it would be like to live life as a bird?,positive,It'd be fun to shit on people's cars tbh.,positive,@its_hansonnn,
question_box_61763040328,bitch,I'm  praying I don't have an classes with a bitch like you,negative,"*any , and how am I a bitch. I bet you don't even know me ..",positive,@nicoleeiiee,
question_box_119143643366,cut,Cut ur hair,positive,Haha no,positive,@lasallehailey,
question_box_122718875834,die,U mean the world to me when i cut i think about u i try stop. u smile i Smile u fall i fall. i can die or kill for u i give u my heart u will live forever like that thank u so much for everything u done i cant live Without u i love u‎  Mrs.Panda #I'amALittlePancake,positive,I love u too but please don't ever cut it hurts me,positive,@BradleySimpsonVEVO2,
question_box_120871130787,die,What do you believe happens to us after we die?,positive,Ur dead u cant do anything,positive,@LillianKaighn1,
question_box_126155380059,kill,"So Carrie, if I get someone to kill Illaris would you date me then? XD‎  Triss",positive,"Carulack: ....is this to the human version of myself or just me in general? O_o Whoever would dare to kill her would have a guaranteed death, whether it be by my own doing or someone else's. I'm unsure if I would be willing to date anyone else after Illaris...",positive,@DoomGoat,
question_box_132767835021,bitches,2015 is over in just 4 months bitches,positive,"HEY GUYS SEND ME UR LINKS, IM FILLING OUT MY NOMINATION LIST AND IM ALMOST DONE SO HURRY",positive,@adrianperhaps,
question_box_104865586960,bitch,HAHAHAHAH no bitch gtfo that was the best comment ever omg‎  Alexandria,positive,Haaha (:,positive,@kelseeexo,
question_box_106862757591,kill,What do you think when you look in the mirror?,positive,"It varies from ""ew omg kill it"" to ""hey sexy how you doin""",positive,@pastaistheshit,
question_box_127206291113,bitch,I guess I'm gonna give u a 10...,positive,✋thanks bitch,positive,@isabella_cuc,
question_box_129527334963,fuck,And it kinda is but fuck it,positive,STOP CUSSING,positive,@melaniegva,
question_box_130060425669,shit,haha if saying your funny is talking shit? then idk that's pretty dumb to me.‎  shariannn,positive,Right?,positive,@alenasoares,
question_box_124309613328,die,What age are you scared of?,positive,the age i die,positive,@kelseeexo,
question_box_128293475357,hoe,HAHAHAHAHAHA YUSSS IM A B****‎  maddy,positive,hoe,negative,@heyitzjean,
question_box_127771841522,ass,I ain't desparate for ur ass it's ugly anyways‎  K R A M E R,negative,k,positive,@SaMeR_9,
question_box_114434023487,ass,you suck lol sassy ass,positive,lol thanks :),positive,@munib23,
question_box_125662479243,fuck,FUCK I MISS SUMMER.‎  ayah,positive,BRUH SAME,positive,@Ala_Yacoub,
question_box_63323845704,hoe,gillian,positive,iz a hoe,negative,@nicoleeiiee,
question_box_119631161988,shit,Taylor Ezra and micheala are always talking shit about you behind your back,positive,What do you mean,positive,@meggiemouse,
question_box_117390970111,fucking,Ur fucking up,positive,Oops,positive,@Carlos_xD,
question_box_119136710672,bitches,What is the Universe made of?,positive,fake bitches,positive,@kelseeexo,
question_box_106790535082,fucking,What is your idea of the perfect honeymoon destination?,positive,A honey covered moon......nigga I don't fucking know.,positive,@theonlysherrod,
question_box_119898715899,fuck,he is doesn't gives a fuck about you I guess :p,positive,But I do and I want him back at any cost :'(,positive,@SakshiMalhotra793,
question_box_128745337118,asshole,your a fucking tool,negative,youre a fucking asshole,negative,@jbellocco19,
question_box_114535025983,hoe,She a hoe here she a hoe everywhere,negative,Who you talking about lol,positive,@munib23,
question_box_126768666315,nigga,Kiss kiss nigga❤️,positive,❤️,positive,@tressin2323,
question_box_126816575218,nigga,Nigga gtfa stop talking to her,negative,bitch make me,negative,@SaMeR_9,
question_box_105533859656,fucking,ur so fucking dumb its not like every guy ever has abs you dnt even seem to care about personality,negative,learn how to spell first before you call me dumb sweetie :) and I did put personality so check yourself before you try to come at me .,negative,@nicoleeiiee,
question_box_107382717729,die,What one thing do you need to do next?,positive,actually a list a things...1. finish chinese homework 2. study for chinese quiz 3. study for world history test 4. study for english quiz 5. sleep 6. not die.,positive,@HenryTam,
question_box_50972522091,fuck,"Dear Dani impersonators,  WHY THE FUCK WOULD YOU WANT TO BE SOMEONE UGLY!? Sincerely,  Cynthia's one and only motherfucking Dani",negative,My hoe right thur,positive,@forevert0rn,
question_box_105845070062,shit,"You can't do the same shit over and still call it a mistake! She's a filthy tramp! No respect until she deserves it, which will be when she wants respect and treats herself with respect (that is, when she grows up and stops being a slut)",negative,i dont respect ger either but I just think being mean and nasty about her doesnt make you any better.,positive,@RosaOfficial,
question_box_66951664195,cut,You don't know who I am. Ask Collin . He can't forget me after what we did.,positive,I will cut off your head and send it to your parents.,negative,@Lysastowww,
question_box_124949871653,fuck,fuck u to,negative,I can get taller but you'll always be ugly,negative,@Jacob_Berry,
question_box_52534782759,fuck,Lemme show you how you should be treated. Like a prince.,positive,Fuck a prince. I wanna be the king,positive,@LanceGross,
question_box_117118438132,fucking,What if one of those guys I love is you?,positive,does anyone wanna have a huge group chat on kik bc im so fucking bored,positive,@arsenal42__,
question_box_125066558050,nigga,I had a good feeling it was you. who else,positive,Nigga shut up no you didn't,negative,@Brishty143,
question_box_125603666345,kill,Why the girls at school hate on ya ??,positive,Don't know lol Cruz I kill them making them jealous with my swagg.,positive,@SammieeBlack,
question_box_47373817368,fuck,What the fuck is this whole thing with Jonathan,positive,I don't even know. We are just friends.,positive,@ah0yalex,
question_box_111108787134,bitch,"emily, dont listen to whoever that bitch is. you are gourogus & adam really likes you. you deserve him. you guys are adorable(: just ignore them. (:‎  Jessica Butters",positive,Awh that made my night(: thank you so much!,positive,@emilynkissel,
question_box_126199085734,cut,Can you translate this video 141104 The Show behind BTS cut ( Thank you,positive,Thank you for requesting! We'll add that to our requests list! Please wait for it~ - Mary,positive,@bangtansubs,
question_box_54531303207,fuck,We gon fuck,negative,I'm pretty busy,positive,@LanceGross,
question_box_129062365292,suck,Tbh~ you're good at softball but suck at basketball. We don't talk anymore. Lol.‎  brandon martin,positive,Thanks that touches me in the heart,positive,@Lexikreitlow,
question_box_114971418722,fuck,Then Do you want some fuck baby!,negative,get a life.,positive,@Brishty143,
question_box_108109995598,kill,I believe he will ask me :-) don't kill ma dreams.‎  paola rubio,positive,Go txt him then! Follow your dreams ~,positive,@Daisyochoa102,
question_box_125372174983,shit,You catfish as shit,negative,How?,positive,@Yesslyv,
question_box_114336631795,fucking,Post a picture of your pet!,positive,cutest fucking thing ever,positive,@asdfghjklbrianna,
question_box_103026060120,nigga,Who's that one girl named Simone who you snapchat????? She's hot,positive,Dam nigga you thirstyyy.,positive,@JoseLovesPoptarts,
question_box_121169561221,die,how'd your fish die?,positive,BECAUSE THE TANK WASNT CLEAN,positive,@pilarkelly,
question_box_113664950800,shit,No she's not,positive,just go away . and leave her alone she doesnt need your shit to deal with .,negative,@kelseeexo,
question_box_115070709875,fucking,Do u like when ur mom cooks bacon 4 ur dad,positive,What kind of fucking question is this.,positive,@saraa_ghb,
question_box_128402742816,ass,kabhi ao na beta golra sharif khushbu laga ke weed teri ass mai b dalein ge,positive,bitch its hashish ap golra me he maa ywao,positive,@FarrukhMustafaKhan,
question_box_132946502054,shit,tru shit     |    |   |                v   v  v‎  matt werner,positive,ahaha,positive,@jennaa_ameyy,
question_box_108446436695,ass,ha that's funny. nariman and all her friends would beat your ass so stfu,negative,her friends are all pussys lmao. get over yourself annon. your a pussy. your too scared to come off annon. HAHAHA,negative,@Briannabowers,
question_box_118632402169,nigga,BRUH the walking dead is finally out omf yass,positive,FINALLY MY NIGGA MY NIGGA,positive,@WalkersEatPiez,
question_box_133118075268,shit,What do you have planned for this weekend?,positive,A lotta shit,positive,@nicolettemills,
question_box_127553594731,shit,Wat is skins about,positive,OK SO LIKE i suck at descriptions....uhh it's about british teenagers who all have some kind of fucked up shit in their lives but they're all friends & each episode focuses on 1 character & what is happening in their life although the others may appear but ya ...i've only seen the first 2 generations & they're probably the best!! The first cast was literally iconic ...i love it. It's basically a teen drama but like uncensored? watch it my description sucks!!,positive,@forevert0rn,
question_box_126117997486,ass,Ok I'll leave still love that face and ass thou,positive,ok bi,positive,@madison_nicole03,
question_box_126877334895,ass,Can you take it,positive,Suck my ass,negative,@Olivepanpan,
question_box_109222430631,fuck,Your in 8th everyone's going to curse and you think if 1 person says fuck you think they will burn in hell what the fuck that's stupid to think?,negative,"That didn't make sense, whatsoever .",positive,@jachaelgabriel143,
question_box_65300899405,ass,That Payton kid kicked our ass in football.. He's a good QB..,positive,I know he is bro.,positive,@HayBarrera84,
question_box_127957041474,shit,Ppl only like Denis bc he's popular.,positive,"you're literally so dumb bc legit nobody gives a shit about popularity in seventh grade. we're in SEVENTH GRADE. there's like 200 kids or so which means everyone knows one another so popularity doesn't even matter. second, people like denis bc he's an amazing person to be around. he can make anyone and everyone laugh just by telling stupid and dumb jokes. basically everything he says to me makes me crack up. and although he always makes me fall I still love him. why? bc he's denis. denis is also the sweetest guy who legit cares about everyone so why don't you just leave him alone? okay you may not like him; for reasons unknown but that doesn't give you the rights to hate on him. you don't like him? fine. keep your irrelevant opinions and thoughts to yourself then bc i guarantee you that everyone likes denis. except me. but I'm the only one who can hate on him bc as his best friend, that's my job. but fr though, just back off.",positive,@cindychen_,
question_box_124619098591,shit,She said don't answer smart shit haha,positive,Haha,positive,@lhallman,
question_box_114688337983,nigga,Nigga you 17 stop lying,negative,Soo,positive,@munib23,
question_box_114080461655,fuck,"hi you're perfect and fuck anon you have a butt, ❤️⬇️‎  molly☻",positive,ilysm ❤️,positive,@Briannabowers,
question_box_129960002655,bitch,"jocelin.. if she's ""not mean"" why'd she say f you and call me a bitch? huh.? you got no explination",negative,leave my cousin alone,positive,@Macoroni99,
question_box_105806556488,asshole,"Your cute, where do you live?",positive,up your mothers fathers cousins aunt asshole :),negative,@nicoleeiiee,
question_box_126962954983,nigga,"In three words, how would you describe your best friend?",positive,"Athletic,my nigga, sticks up for me!!",positive,@Jsullzz,
question_box_112956765102,fuck,Fuck the haters.,positive,True dat.,positive,@vanessaluvsyou101,
question_box_108546616828,bitch,idgaf bitch!,negative,Whatever I don't have time for whoever you are my life is a lot more important then dealing with you,positive,@Cindy0927_,
question_box_123974095267,fuck,Hey whatever your name is shut the fuck up,negative,k,positive,@nicolebriscoeeee,
question_box_10998081480,ass,Fuck your couch nigga. And your potatoes. #rude #ratchet #YOLO #Chelseaisgorgeous,negative,Omfg. It's Cholita Chelsea the Ratchet Queen. Big ass tub of wine for you baby. #rude #yolo #ratchet #iwanteyebrowslikeyourschola,positive,@potatoesaredelicious,
question_box_118501488434,kill,pretty sure one dance won't kill you,positive,"For now sure, but I hold the right to withdraw this offer.",positive,@thatonedani,
question_box_127122254174,bitch,it was me,positive,bitch,negative,@michalvanounou14,
question_box_127373884529,shit,"share the Jane eyre shit with me rn, and that question actually wasn't from me",positive,Nah,positive,@cammm908,
question_box_123305601083,fuck,The fuck who says cool to that,positive,I do u got a problem???,positive,@Jennapetracco,
question_box_123593948262,suck,Yu suck ✋,negative,thank ya,positive,@meghannnp,
question_box_116289810083,bitch,whos ur bitch,positive,Duhhhh grace,positive,@LillianKaighn1,
question_box_118376624868,bitch,Have fun coming back on ask your gonna just get more hate,negative,fight me bitch,negative,@lolkylah,
question_box_112938151539,ass,Ma tbh est OU?,positive,Up ur ass,negative,@saraa_ghb,
question_box_68843748763,kill,Kiss or kill will ? Pick one,positive,Well I wouldn't want to kill him,positive,@Adellevokoun,
question_box_21981745003,cut,Do u cut,positive,No im scared to & it freaks me out,positive,@forevert0rn,
question_box_106891240776,fuck,FUCK!!! ;) LMFAO‎  chris james,positive,ILY BABY,positive,@nicoleeiiee,
question_box_123546972346,cut,I use to have beautiful hair Long until I cut by myself‎  mariangelie nieves,positive,Why did u cut it,positive,@BradleySimpsonVEVO2,
question_box_125057863369,nigga,Nigga u get hoes‎  denis,positive,Lol,positive,@strobers,
question_box_134113761390,shit,What race is your crush?,positive,why does this whole crush shit matter yo,positive,@SodanyRos,
question_box_112840164241,hoe,Wait why do you like vo? She's a hoe?,negative,Excuse me? She's nothing near a hoe. She is the sweetest girl and she's a lot better than you. Grow up. She's fucken far from a hoe. Stfu and get a life like seriously. next time have the guts to come off anon because she is the sweetest nicest prittest girl I'm the school so stop.,negative,@Donnie24,
question_box_103156608161,bitch,POST A PICTURE OF YOURSELF,positive,Bye bitch,negative,@JillianHopee,
question_box_103794715720,fuck,No fuck dat anon mind ya own fuckin business‎  Shalissa,negative,forreal,positive,@nicoleeiiee,
question_box_131859576464,ass,"If dogs never existed, which animal would take its place as Man's Best Friend?",positive,Big ass cats,positive,@Skate_Die_Repeat,
question_box_123108470285,stfu,No nuhhhhh uh dis girl need to stfu. like bruhh frrr doeee.‎  Sammi Joda,negative,Ight,positive,@QuailianDotson,
question_box_126942894868,cut,Why did u cut ur friend out (one with glasses) out of the profile pic,positive,That's me,positive,@purimm,
question_box_102523183727,stfu,K whoever is killing Olivia's vibe better back of she is the most happy nice and gorgeous girl ever the stfu,positive,Thank you :),positive,@Olivepanpan,
question_box_24577873003,asshole,do you think fahad is hated? cuz i heard he's an asshole and that no one really likes him?,negative,Who?,positive,@forevert0rn,
question_box_106575108440,bitch,Heard you choked on 9 dicks,negative,"Bitch what do I look like, your mom?",negative,@JoseLovesPoptarts,
question_box_119188348581,suck,Why do they suck?,positive,They just do because if they didn't want to be with you why didn't the just break up with there bf/gf. Cheating Is just not right,positive,@mnajarro99,
question_box_103161813590,kill,What?? LMFAOO ^_^‎  melanieeeee,positive,Oh I saw this vine....lmao aww these vines kill me I'm dead nigga! :')),positive,@Destinyyyyyb,
question_box_126726812092,suck,I bet you ava has talked behind your back. If she is rlly deniying she hasnt then she can go suck a foot. kelly we all make mistakes! Friends may change but dont let ppl bring you down. ik u may say ur fine but ur probs not. just remember more ppl love u than hate you!!!!,positive,thankyou sm,positive,@kellyporcelloo,
question_box_105009834023,fuck,why not she fine as fuck?,positive,"Yeah, I understand all of that. But I can't",positive,@LanceGross,
question_box_110670869438,ass,"he's fat he's a jerk he's bisexual he has a lot of acne nobody likes him he sucks at football baseball, all sports he likes it up the ass he has a gaping asshole. who is it? shawn rein",negative,"Okay anon. Since you're so much of a damn pussy to hide who you are, you're a dumb fuck! I wont ever understand what goes through your head but i doubt theres a brain in it! Just fucking stop. It is that hard to understand i like him and even if all that were true which its not, i would still like him because i dont judge people like your gay ass self does. Heres a reality check, you arnt cool. Get off your phone/computer and go do something productive with your life cause right now this is bullshit.",negative,@emilynkissel,
question_box_127210188764,kill,"Lilith: yeah, she attacks anything that tries to hurt her. So does that means you tried to kill her?‎  Glaceon",positive,No! I tried killing Sonic! *shows a picture of the hedgehog but Sonic does look like a pokemon probably* HIM! I hate that hedgehog!,positive,@EvilHamPIGNAS,
question_box_117272599560,fuck,Nudes?,positive,ew fuck off,negative,@Madiiii48,
question_box_105260620887,fuck,Jack also flirts with other girls behind your back ask to see his photos,positive,shut the fuck up.,negative,@Briannabowers,
question_box_131523106008,nigga,You need to change your cover homie :),positive,you've got a better one for me nigga ? :D,positive,@omar_7709,
question_box_66729852995,ass,Wanna make out?,positive,No god damn. I hate anon. I've obviously said I'm in a relationship. Leave me the fuck alone before I beat your ass.,negative,@Lysastowww,
question_box_103807916375,ass,Ur ass in those pants today damn,positive,dat asss,positive,@Briannabowers,
question_box_111513126272,shit,well shit.. i think i have the wrong number‎  Angela,positive,Hahahaha well whoops(;,positive,@Carolynnzhaoo,
question_box_123872854751,kill,Why do people kill each other?,positive,Bc they are crazy!!! Duhh,positive,@Kylie1009,
question_box_129441380893,hoe,Why do you call everyone a hoe,positive,why do you care hoe,positive,@heyitzjean,
